	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4	status	context_before	match	context_after
Diss-Geopolitik-zweites-Kapitel_15-06-22_00-08-79_SB19+4666	667.0	Diss-Geopolitik-zweites-Kapitel_15-06-22_00-08-79_SB19	15-06-22_Diss-Geopolitik-zweites-Kapitel_00-08-79_SB19.txt	ich	4666	4669	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ragen nach Macht, Raum und Politik in außenpolitischem Handeln von Staaten auf internationalem Maßstab konzipiert. In der Folge dieses Kapitels weise 	ich	 nach der Betrachtung von Debatten und Theorien von der Geopolitikwissenschaft und der Internationalen Beziehungen auf einem Standort hin, der uns erl
Diss-Geopolitik_14-11-17_00-08-79_SB19+3447	665.0	Diss-Geopolitik_14-11-17_00-08-79_SB19	14-11-17_Diss-Geopolitik_00-08-79_SB19.txt	ich	3447	3450	Verfasser-Ich	"""Ich"" stellvertr. für Allgemeinheit"	Forscher-Ich*	Erzähler-Ich*	no_match	None	None	None
Diss-Kap3_16-08-01_00-08-79_WB06+5745	668.0	Diss-Kap3_16-08-01_00-08-79_WB06	16-08-01_Diss-Kap3_00-08-79_WB06.txt	None	5745	5748	None	Forscher-Ich*	SB-Ich	SB-Ich	no_match	None	None	None
Diss-Kap3_16-08-01_00-08-79_WB06+5774	619.0	Diss-Kap3_16-08-01_00-08-79_WB06	16-08-01_Diss-Kap3_00-08-79_WB06.txt	Ich	5774	5777	SB-Ich	None	None	None	rough_match_5	Das Signifikat ist ein Zeichen, damit die verbundene Bedeutung des Signifikanten ‎verstanden werden kann‎ (Laclau und Mouffe 1985, S. 105-113)‎.‎ ‎   	Ich	 kenne das Modell von Saussure wie folgt: eine Bedeutung, ein Inhalt, eine Vorstellung oder ein Konzept existiert im Kopf eines Sprechers = Vorstellun
Diss-Kapitel-I-Teil-III_15-10-14_06-07-96_SB02+13290	673.0	Diss-Kapitel-I-Teil-III_15-10-14_06-07-96_SB02	15-10-14_Diss-Kapitel-I-Teil-III_06-07-96_SB02.txt	Ich	13290	13293	Forscher-Ich	Forscher-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
Diss-Kapitel-I-Teil-III_15-10-14_06-07-96_SB02+92049	674.0	Diss-Kapitel-I-Teil-III_15-10-14_06-07-96_SB02	15-10-14_Diss-Kapitel-I-Teil-III_06-07-96_SB02.txt	ich	92049	92052	Forscher-Ich	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich	no_match	None	None	None
Diss-Kapitel-I-Teil-II_15-10-14_06-07-96_SB02+13290	671.0	Diss-Kapitel-I-Teil-II_15-10-14_06-07-96_SB02	15-10-14_Diss-Kapitel-I-Teil-II_06-07-96_SB02.txt	Ich	13290	13293	Forscher-Ich	Forscher-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
Diss-Kapitel-I-Teil-II_15-10-14_06-07-96_SB02+92038	672.0	Diss-Kapitel-I-Teil-II_15-10-14_06-07-96_SB02	15-10-14_Diss-Kapitel-I-Teil-II_06-07-96_SB02.txt	ich	92038	92041	Forscher-Ich	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich	no_match	None	None	None
Diss-Kapitel-I-Teil-I_15-10-14_06-07-96_SB02+68699	750.0	Diss-Kapitel-I-Teil-I_15-10-14_06-07-96_SB02	15-10-14_Diss-Kapitel-I-Teil-I_06-07-96_SB02.txt	None	68699	68702	None	None	None	Verfasser-Ich	fullmatch	n. Im Zusammenhang dieser Arbeit ist die kognitive Komponente allerdings nicht so bedeutsam, dass sie in den Vordergrund gerückt werden müsste. Viel w	ich	tiger ist ein funktionales Erfassungs- und Einteilungsmodell für die vorkommenden Textsorten beziehungsweise Texte. Daher gehe ich in dieser Arbeit vo
Diss-Kapitel-I-Teil-I_15-10-14_06-07-96_SB02+68700	670.0	Diss-Kapitel-I-Teil-I_15-10-14_06-07-96_SB02	15-10-14_Diss-Kapitel-I-Teil-I_06-07-96_SB02.txt	ich	68700	68703	Forscher-Ich	Verfasser-Ich	Verfasser-Ich*	None	no_match	None	None	None
Diss-Kapitel-I_15-10-26_06-07-96_SB02+68734	749.0	Diss-Kapitel-I_15-10-26_06-07-96_SB02	15-10-26_Diss-Kapitel-I_06-07-96_SB02.txt	None	68734	68737	None	None	None	Verfasser-Ich	no_match	None	None	None
Diss-Kapitel-I_15-10-26_06-07-96_SB02+68735	669.0	Diss-Kapitel-I_15-10-26_06-07-96_SB02	15-10-26_Diss-Kapitel-I_06-07-96_SB02.txt	ich	68735	68738	Forscher-Ich	Verfasser-Ich	Verfasser-Ich*	None	no_match	None	None	None
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+14122	675.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	14122	14125	Forscher-Ich*	Forscher-Ich	Forscher-Ich	Forscher-Ich	fullmatch	est any of the several disciplines dealing with human activity-any and all of the human sciences.”  In meinem Verständnis der Zweisprachigkeit stimme 	ich	 Triarchi- Herrmann (2006: 19) zu: „Für mich ist eine Person zweisprachig, wenn sie über die Fähigkeit verfügt, sich ohne größere Schwierigkeiten in z
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+14604	676.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	14604	14607	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ie durch den ständigen und intensiven Kontakt mit einer zweisprachigen Umgebung entwickelt haben.“   Von dieser Definition der Zweisprachigkeit werde 	ich	 in meiner Arbeit ausgehen.   Formen von Zweisprachigkeit Aus der Bilingualismusforschung ist bekannt, dass verschiedene Faktoren dieses Phänomen beei
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+26041	677.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	26041	26044	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	Zweisprachigkeit auf ein Individuum die zentrale Frage dieser Dissertation. Bevor diesen Aspekt an meiner Untersuchungsgruppe betrachtet wird, möchte 	ich	 auf Vorteile und Nachteile der Zweisprachigkeit eingehen, die aus der Forschungsliteratur bekannt sind.                   Welche Vor- und Nachteile b
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+26790	678.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	26790	26793	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	weisprachigkeit wird hervorgehoben. Seit Ende der 90er Jahren verbreitet sich neutrale Haltung gegenüber der bilingualen Erziehung. Im Weiteren werde 	ich	 die oben genannten Meilensteine in der Bilingualismusforschung genauer erläutern.  Negative Effekte der Zweisprachigkeit Im 19. Jahrhundert - in der 
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+44545	679.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	44545	44548	Forscher-Ich	Forscher-Ich	Verfasser-Ich	"""Ich"" stellvertr. für Allgemeinheit"	fullmatch	cerned. Answering this question would require comparative settings and research, which has been lacking up to now.”  Folgend Gogolin (2006) betrachte 	ich	 die Förderung von Zweisprachigkeit als ein Gewinn für den zweisprachigen Menschen selbst und für die Gesellschaft. Die Förderung der Erstsprache ermö
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+57819	680.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	57819	57822	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	werden. Du solltest Dich bei den Formulierungen unterstützen lassen, denn vielfach sind sie nicht ‚akademischem Sprachgebrauch‘ entsprechend. Da rate 	ich	 wirklich, dass Du Dich von SB06 einmal beraten lässt.                        Der Begriff „Zweisprachigkeit“ wird in dieser Arbeit auch als Synonym zu
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+62534	681.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	Ich	62534	62537	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	tet, dass man das nachvollziehen kann. Im Moment wirkt der Teil eher eklektisch, also wie eine zufällige Aneinanderreihung von Autoren und Zitaten.   	Ich	 möchte Dir gern raten, Dich doch noch mal mit SB06 (unserer Kollegin für die Schreibberatung) ins Benehmen zu setzen und sie um Unterstützung zu bitt
Diss_14-09-16_16-03-87_SB02+1074296	591.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	Ich	1074296	1074299	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	, 99-100.104  Šāyegān, Dāryūš: Āsīyā dar barābar-e Ġarb (Asien gegenüber dem Westen). Tehrān 1356/1977, S. 51, 67.          PAGE   \* MERGEFORMAT4    	Ich	 finde diesen Begriff in diesem Satz etwas problematisch, da Status Quo den derzeit problembehafteten Zustand beschreibt und du anfangs von Veränderun
Diss_14-09-16_16-03-87_SB02+1074640	592.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	ich	1074640	1074643	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	rts sprichtst, zu irritierend. Meinst du die Staatsform oder die Veränderung? Würde das Verb im Präsens konjugieren. Es fehlt am Ende ein Verb… Würde 	ich	 allgemein halten und den Begleiter streichen. Was bezüglich des Strafrechts? Meinst du gleichberechtigte Ausübung des Strafrechts?? Meinst du allgeme
Diss_14-09-16_16-03-87_SB02+1074844	593.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	ich	1074844	1074847	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	bezüglich des Strafrechts? Meinst du gleichberechtigte Ausübung des Strafrechts?? Meinst du allgemein gegen dem Volk oder bezüglich den Frauen? Würde 	ich	 mehr eingrenzen. Satzbau überprüfen, würde nach pol. Angelegenheiten noch ein Verb einsetzen. Willst du denn auch Förderung von Geschlechterstereotyp
Diss_14-09-16_16-03-87_SB02+1075263	594.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	ich	1075263	1075266	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	ch dort. Was willst du genau damit sagen? Wieso andere Möglichkeiten zu was? Das ist sehr schön! Zeit der Aufklärung. Also als Gläubiger Mensch hätte 	ich	 ein großes Problem mit dieser Formulierung. Die islamische Religion ist überhaupt nicht willkürlich. Im Koran und in der Sunna sind für jede Lebensla
Diss_14-09-16_16-03-87_SB02+1075513	595.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	ich	1075513	1075516	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	ich. Im Koran und in der Sunna sind für jede Lebenslage Weisungen gegeben aber die Ausführung durch den Mensch kann ser willkürlich sein. Daher würde 	ich	 den Ausdruck willkürliche Autorität der Religion nochmal überdenken. Ich glaube du meinst hier das Verb zugesprochen existiert Würde stattdessen sage
Diss_14-09-16_16-03-87_SB02+1075586	596.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	Ich	1075586	1075589	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	 aber die Ausführung durch den Mensch kann ser willkürlich sein. Daher würde ich den Ausdruck willkürliche Autorität der Religion nochmal überdenken. 	Ich	 glaube du meinst hier das Verb zugesprochen existiert Würde stattdessen sagen auch in  Es existiert/ es gibt Grammatikalisch stimmt der Satz nicht… D
Diss_14-09-16_16-03-87_SB02+1075857	597.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	Ich	1075857	1075860	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	kalisch stimmt der Satz nicht… Dieser Abschnitt ist nicht sehr inhaltsträchtig, worauf willst du hinaus? Deine Struktur ist nicht ganz klar… Mehrzahl 	Ich	 würde mir hier nochmal gedanken über Leserführung machen. Man weiß nicht so genau, worauf du hinaus willst. Neu und präziser formulieren Passt nicht…
Diss_14-09-16_16-03-87_SB02+1076459	598.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	ich	1076459	1076462	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	nnlichen Argumente/ Sichtweise den Tempus nachgegangen wird/ beschrieben wird Wird ein kurzer historischer Umriss über Kann weggelassen werden. Würde 	ich	 durch einen bestimmten Artikel konkretisieren.  führt die Gegensätzlichkeit/ der Frau/einen Neueinstieg in der Gesellschaft herbei. Verallgemeinerung
Diss_14-09-16_16-03-87_SB02+997030	590.0	Diss_14-09-16_16-03-87_SB02	14-09-16_Diss_16-03-87_SB02.txt	Ich	997030	997033	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	s Hörfunk-Interview mit Katajun AMirpur für den Westdeutschen Rundfunk vom 03.05.2000. Die schriftliche Version erschienen in der tageszeitung unter „	Ich	 bin sehr optimistisch“. 06.05.2000. In: ADDIN EN.CITE <EndNote><Cite><Author>Amirpur</Author><Year>2009</Year><RecNum>275</RecNum><DisplayText>Amirpu
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+12191	599.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	12191	12194	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+24673	600.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	24673	24676	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+25630	601.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	25630	25633	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+26124	602.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	26124	26127	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+27973	603.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	27973	27976	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	Erzähler-Ich	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+51440	604.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	51440	51443	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+51455	605.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	51455	51458	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+52687	606.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	52687	52690	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+52963	607.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	52963	52966	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+59150	608.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	59150	59153	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+59239	609.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	59239	59242	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+59882	610.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	59882	59885	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+59932	611.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	ich	59932	59935	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+75093	612.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	75093	75096	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+75105	613.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	75105	75108	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+75254	614.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	75254	75257	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+75292	615.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	75292	75295	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+75377	616.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	75377	75380	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_10	zlich verschiedene Lebenshaltungen zu anderen Menschen, zur Welt und auch zu Gott, die sich in den Wortpaaren –Buber bezeichnet sie als Grundworte – „	Ich	-Es“ und „Ich-Du“ ausdrücken. (vgl. Buber, 2002, S. 7-10) Buber möchte eine Lebenswirklichkeit beeinflussen, die er von einer ständig wachsenden Domin
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+76318	617.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	76318	76321	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+76629	618.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	76629	76632	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+76758	619.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	76758	76761	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+76919	620.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	76919	76922	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_10	ng zugängliche Dasein“ (Werner, S. 11) Die Unmittelbarkeit der Begegnung ist der Kern seines Ansatzes und dieser findet sich in der Gemeinsamkeit von 	Ich	 und Du, „wobei ‚Du‘ hier nicht [nur] personal zu verstehen ist, sondern als Bezeichnung für jede Wirklichkeit dient, die dem Ich begegnet“. (Werner, 
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+77026	621.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	77026	77029	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_15	dieser findet sich in der Gemeinsamkeit von Ich und Du, „wobei ‚Du‘ hier nicht [nur] personal zu verstehen ist, sondern als Bezeichnung für jede Wirkl	ich	keit dient, die dem Ich begegnet“. (Werner, S. 10) Sein Hauptinteresse gilt dem, was zwischen Menschen entsteht, was sich in der Gegenseitigkeit der B
Dissertation-Feldenkrais_16-02-01_17-07-29_WB06+78550	622.0	Dissertation-Feldenkrais_16-02-01_17-07-29_WB06	16-02-01_Dissertation-Feldenkrais_17-07-29_WB06.txt	Ich	78550	78553	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
